src_ip,dst_ip,packet_size,ttl,ip_flags,fragment_offset,ip_header_length,ip_checksum,src_mac,dst_mac,label
1921680201,1921680211,42,64,0,0,20,58164,133671544484,133671544485,0
1921680205,1921680201,60,64,0,0,20,32513,133671544708,133671544484,1
1921680201,21773160140,66,64,2,0,20,8844,133671544484,133671544825,0
21773160140,1921680201,2866,118,0,0,20,32305,133671544825,133671544484,0
1921680211,1921680201,60,64,0,0,20,38094,133671544485,133671544484,1
1921680206,1921680201,60,64,0,0,20,62399,133671544774,133671544484,1
21773160140,1921680201,2866,118,0,0,20,28233,133671544825,133671544484,0
1921680203,1921680201,60,64,0,0,20,30323,133671544775,133671544484,1
1921680203,1921680201,60,64,0,0,20,25281,133671544775,133671544484,1
1921680203,1921680201,60,64,0,0,20,5344,133671544775,133671544484,1
21773160140,1921680201,1466,118,0,0,20,33518,133671544825,133671544484,0
1921680201,1921680203,42,64,0,0,20,17368,133671544484,133671544775,0
1921680201,21773160140,94,64,2,0,20,8997,133671544484,133671544825,0
1921680204,1921680201,60,64,0,0,20,57833,106260561259283,133671544484,1
1921680201,21773160140,78,64,2,0,20,9390,133671544484,133671544825,0
21773160140,1921680201,1466,118,0,0,20,34283,133671544825,133671544484,0
1921680201,21773160140,78,64,2,0,20,10330,133671544484,133671544825,0
1921680202,1921680201,60,64,0,0,20,11173,133671544710,133671544484,1
1921680201,21773160140,94,64,2,0,20,8863,133671544484,133671544825,0
21773160140,1921680201,4266,118,0,0,20,25540,133671544825,133671544484,0
1921680202,1921680201,60,64,0,0,20,41352,133671544710,133671544484,1
1921680201,21773160140,94,64,2,0,20,9877,133671544484,133671544825,0
21773160140,1921680201,2866,118,0,0,20,25833,133671544825,133671544484,0
21773160140,1921680201,1466,118,0,0,20,30334,133671544825,133671544484,0
1921680207,1921680201,60,64,0,0,20,34200,133671544832,133671544484,1
1921680201,1921680203,42,64,0,0,20,17797,133671544484,133671544775,0
1921680204,1921680201,60,64,0,0,20,44699,106260561259283,133671544484,1
1921680201,1921680211,42,64,0,0,20,57873,133671544484,133671544485,0
21773160140,1921680201,2387,118,0,0,20,32250,133671544825,133671544484,0
1921680201,21773160140,66,64,2,0,20,8706,133671544484,133671544825,0
1921680201,1921680207,42,64,0,0,20,54057,133671544484,133671544832,0
1921680201,21773160140,94,64,2,0,20,9178,133671544484,133671544825,0
1921680201,21773160140,78,64,2,0,20,10072,133671544484,133671544825,0
1921680201,1921680204,42,64,0,0,20,185,133671544484,106260561259283,0
1921680206,1921680201,60,64,0,0,20,60352,133671544774,133671544484,1
21773160140,1921680201,2866,118,0,0,20,26649,133671544825,133671544484,0
1921680201,1921680204,42,64,0,0,20,834,133671544484,106260561259283,0
1921680201,21773160140,78,64,2,0,20,9284,133671544484,133671544825,0
1921680201,1921680208,42,64,0,0,20,4607,133671544484,106260561259611,0
1921680208,1921680201,60,64,0,0,20,800,106260561259611,133671544484,1
1921680201,21773160140,94,64,2,0,20,10523,133671544484,133671544825,0
1921680201,1921680208,42,64,0,0,20,4161,133671544484,106260561259611,0
1921680204,1921680201,60,64,0,0,20,58806,106260561259283,133671544484,1
1921680201,1921680206,42,64,0,0,20,61725,133671544484,133671544774,0
1921680201,21773160140,94,64,2,0,20,9896,133671544484,133671544825,0
21773160140,1921680201,2866,118,0,0,20,28365,133671544825,133671544484,0
21773160140,1921680201,1466,118,0,0,20,28033,133671544825,133671544484,0
1921680201,1921680211,42,64,0,0,20,57797,133671544484,133671544485,0
1921680201,1921680212,42,64,0,0,20,25003,133671544484,106260561257785,0
1921680207,1921680201,60,64,0,0,20,64217,133671544832,133671544484,1
21773160140,1921680201,19666,118,0,0,20,15258,133671544825,133671544484,0
1921680201,21773160140,78,64,2,0,20,9642,133671544484,133671544825,0
1921680201,21773160140,66,64,2,0,20,9051,133671544484,133671544825,0
1921680201,21773160140,94,64,2,0,20,8791,133671544484,133671544825,0
21773160140,1921680201,2866,118,0,0,20,28872,133671544825,133671544484,0
1921680201,21773160140,78,64,2,0,20,9156,133671544484,133671544825,0
1921680201,1921680204,42,64,0,0,20,65453,133671544484,106260561259283,0
1921680201,1921680207,42,64,0,0,20,54219,133671544484,133671544832,0
1921680201,1921680202,42,64,0,0,20,30291,133671544484,133671544710,0
1921680201,1921680204,42,64,0,0,20,248,133671544484,106260561259283,0
21773160140,1921680201,1466,118,0,0,20,34362,133671544825,133671544484,0
21773160140,1921680201,4266,118,0,0,20,25607,133671544825,133671544484,0
21773160140,1921680201,778,118,0,0,20,31127,133671544825,133671544484,0
1921680203,1921680201,60,64,0,0,20,5034,133671544775,133671544484,1
1921680201,1921680206,42,64,0,0,20,61224,133671544484,133671544774,0
1921680213,22400251,106,255,2,0,20,14723,133671544721,1101088686331,0
1921680201,1921680208,42,64,0,0,20,5280,133671544484,106260561259611,0
21773160140,1921680201,2866,118,0,0,20,29274,133671544825,133671544484,0
21773160140,1921680201,2866,118,0,0,20,29744,133671544825,133671544484,0
1921680201,1921680202,42,64,0,0,20,30847,133671544484,133671544710,0
1921680201,1921680212,42,64,0,0,20,23640,133671544484,106260561257785,0
1921680205,1921680201,60,64,0,0,20,698,133671544708,133671544484,1
1921680201,21773160140,996,64,2,0,20,8332,133671544484,133671544825,0
21773160140,1921680201,347,118,0,0,20,32958,133671544825,133671544484,0
1921680201,21773160140,78,64,2,0,20,8640,133671544484,133671544825,0
